uid,startDate,endDate,eventID,plotID,subplotID,nestedSubplotID,tagID,individualID,individualBarcode,individualFate,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,vdApexHeight,vdBaseHeight,vdApexBreakHeight,vdBaseBreakHeight,height,breakHeight,baseCrownHeight,maxCrownDiameter,ninetyCrownDiameter,breakDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF,siteID,ID,dupCheck,errorField,sitID,domainID
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,3,36,NEON.PLA.D07.MLBS.00036,,released,,single bole tree,Live,13.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20603,NEON.PLA.D07.MLBS.00036*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,3,37,NEON.PLA.D07.MLBS.00037,,released,,single bole tree,Live,20.1,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20604,NEON.PLA.D07.MLBS.00037*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,3,38,NEON.PLA.D07.MLBS.00038,,released,,single bole tree,Live,22,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20605,NEON.PLA.D07.MLBS.00038*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,3,39,NEON.PLA.D07.MLBS.00039,,released,,multi-bole tree,Live,31.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20606,NEON.PLA.D07.MLBS.00039*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,3,00039A,NEON.PLA.D07.MLBS.00039A,,released,,,Live,29.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20607,NEON.PLA.D07.MLBS.00039A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,1,4,NEON.PLA.D07.MLBS.00004,,released,,small tree,Live,9.1,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20608,NEON.PLA.D07.MLBS.00004*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,3,40,NEON.PLA.D07.MLBS.00040,,released,,single bole tree,Live,11,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20609,NEON.PLA.D07.MLBS.00040*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,41,NEON.PLA.D07.MLBS.00041,,released,,small tree,Live,6.2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20610,NEON.PLA.D07.MLBS.00041*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,42,NEON.PLA.D07.MLBS.00042,,released,,multi-bole tree,Live,28.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20611,NEON.PLA.D07.MLBS.00042*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,43,NEON.PLA.D07.MLBS.00043,,released,,single shrub,Live,,,5.8,0,,,5.8,,,4.3,4.2,,Mostly shaded,half-sphere,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20613,NEON.PLA.D07.MLBS.00043*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,44,NEON.PLA.D07.MLBS.00044,,released,,small tree,Standing dead,7.9,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20614,NEON.PLA.D07.MLBS.00044*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,45,NEON.PLA.D07.MLBS.00045,,released,,single shrub,Live,,,6.6,0,,,6.6,,,4.3,3.8,,Mostly shaded,half-sphere,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20615,NEON.PLA.D07.MLBS.00045*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,46,NEON.PLA.D07.MLBS.00046,,released,,multi-bole tree,Live,14,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20616,NEON.PLA.D07.MLBS.00046*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,47,NEON.PLA.D07.MLBS.00047,,released,,small tree,Standing dead,7.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20617,NEON.PLA.D07.MLBS.00047*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,48,NEON.PLA.D07.MLBS.00048,,released,,single bole tree,Standing dead,16.2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20618,NEON.PLA.D07.MLBS.00048*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,49,NEON.PLA.D07.MLBS.00049,,released,,single bole tree,Live,13.8,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20619,NEON.PLA.D07.MLBS.00049*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,1,5,NEON.PLA.D07.MLBS.00005,,released,,multi-bole tree,Live,17.8,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20620,NEON.PLA.D07.MLBS.00005*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,50,NEON.PLA.D07.MLBS.00050,,released,,single bole tree,Live,25.4,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20621,NEON.PLA.D07.MLBS.00050*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,51,NEON.PLA.D07.MLBS.00051,,released,,multi-bole tree,Live,10.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20622,NEON.PLA.D07.MLBS.00051*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,00051A,NEON.PLA.D07.MLBS.00051A,,released,,,Live,10,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20623,NEON.PLA.D07.MLBS.00051A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,52,NEON.PLA.D07.MLBS.00052,,released,,single bole tree,Live,23.8,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20624,NEON.PLA.D07.MLBS.00052*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,53,NEON.PLA.D07.MLBS.00053,,released,,small tree,Standing dead,1.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20625,NEON.PLA.D07.MLBS.00053*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,54,NEON.PLA.D07.MLBS.00054,,released,,small tree,Live,2.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20626,NEON.PLA.D07.MLBS.00054*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,55,NEON.PLA.D07.MLBS.00055,,released,,small tree,Live,1.8,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20627,NEON.PLA.D07.MLBS.00055*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,56,NEON.PLA.D07.MLBS.00056,,released,,small tree,Live,1.7,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20628,NEON.PLA.D07.MLBS.00056*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,57,NEON.PLA.D07.MLBS.00057,,released,,single bole tree,Live,14.2,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20629,NEON.PLA.D07.MLBS.00057*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,4,58,NEON.PLA.D07.MLBS.00058,,released,,single bole tree,Standing dead,14.1,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20630,NEON.PLA.D07.MLBS.00058*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,59,NEON.PLA.D07.MLBS.00059,,released,,small tree,Live,7.9,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20631,NEON.PLA.D07.MLBS.00059*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,1,6,NEON.PLA.D07.MLBS.00006,,released,,small tree,Live,3.1,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20632,NEON.PLA.D07.MLBS.00006*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,60,NEON.PLA.D07.MLBS.00060,,released,,single bole tree,Standing dead,24.8,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20633,NEON.PLA.D07.MLBS.00060*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,61,NEON.PLA.D07.MLBS.00061,,released,,single bole tree,Live,29,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20634,NEON.PLA.D07.MLBS.00061*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,62,NEON.PLA.D07.MLBS.00062,,released,,small tree,Standing dead,21,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20635,NEON.PLA.D07.MLBS.00062*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,63,NEON.PLA.D07.MLBS.00063,,released,,small tree,Live,6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20636,NEON.PLA.D07.MLBS.00063*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,64,NEON.PLA.D07.MLBS.00064,,released,,small tree,Live,2.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20637,NEON.PLA.D07.MLBS.00064*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,65,NEON.PLA.D07.MLBS.00065,,released,,single bole tree,Live,10.2,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20638,NEON.PLA.D07.MLBS.00065*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,66,NEON.PLA.D07.MLBS.00066,,released,,single bole tree,Live,11.3,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20639,NEON.PLA.D07.MLBS.00066*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,67,NEON.PLA.D07.MLBS.00067,,released,,multi-bole tree,Live,22.8,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20640,NEON.PLA.D07.MLBS.00067*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,00067A,NEON.PLA.D07.MLBS.00067A,,released,,,Live,12.2,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20641,NEON.PLA.D07.MLBS.00067A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,68,NEON.PLA.D07.MLBS.00068,,released,,single bole tree,Live,19.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20642,NEON.PLA.D07.MLBS.00068*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,1,69,NEON.PLA.D07.MLBS.00069,,released,,small tree,Live,7,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20643,NEON.PLA.D07.MLBS.00069*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,1,7,NEON.PLA.D07.MLBS.00007,,released,,small tree,Live,3.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20644,NEON.PLA.D07.MLBS.00007*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,70,NEON.PLA.D07.MLBS.00070,,released,,multi-bole tree,Live,22.6,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20645,NEON.PLA.D07.MLBS.00070*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,00070A,NEON.PLA.D07.MLBS.00070A,,released,,,Live,20.8,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20646,NEON.PLA.D07.MLBS.00070A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,00070B,NEON.PLA.D07.MLBS.00070B,,released,,,Live,17.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20647,NEON.PLA.D07.MLBS.00070B*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,71,NEON.PLA.D07.MLBS.00071,,released,,single bole tree,Standing dead,20,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20648,NEON.PLA.D07.MLBS.00071*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,72,NEON.PLA.D07.MLBS.00072,,released,,single bole tree,Live,12,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20649,NEON.PLA.D07.MLBS.00072*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,73,NEON.PLA.D07.MLBS.00073,,released,,multi-bole tree,Live,27.5,130,,,,,,,,0,0,,Full sun,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20650,NEON.PLA.D07.MLBS.00073*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,00073A,NEON.PLA.D07.MLBS.00073A,,released,,,Live,27,130,,,,,,,,0,0,,Full sun,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20651,NEON.PLA.D07.MLBS.00073A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,00073B,NEON.PLA.D07.MLBS.00073B,,released,,,Live,24,130,,,,,,,,0,0,,Full sun,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20652,NEON.PLA.D07.MLBS.00073B*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,00073C,NEON.PLA.D07.MLBS.00073C,,released,,,Live,12,130,,,,,,,,0,0,,Full sun,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20653,NEON.PLA.D07.MLBS.00073C*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,74,NEON.PLA.D07.MLBS.00074,,released,,single bole tree,Live,19.6,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20654,NEON.PLA.D07.MLBS.00074*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,75,NEON.PLA.D07.MLBS.00075,,released,,single bole tree,Live,18.7,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20655,NEON.PLA.D07.MLBS.00075*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,76,NEON.PLA.D07.MLBS.00076,,released,,multi-bole tree,Live,12.6,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20656,NEON.PLA.D07.MLBS.00076*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,2,77,NEON.PLA.D07.MLBS.00077,,released,,single bole tree,Live,29.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20657,NEON.PLA.D07.MLBS.00077*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,3,78,NEON.PLA.D07.MLBS.00078,,released,,multi-bole tree,Live,19.8,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20658,NEON.PLA.D07.MLBS.00078*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,3,00078A,NEON.PLA.D07.MLBS.00078A,,released,,,Live,15,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20659,NEON.PLA.D07.MLBS.00078A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,3,79,NEON.PLA.D07.MLBS.00079,,released,,multi-bole tree,Live,21.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20660,NEON.PLA.D07.MLBS.00079*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,3,00079A,NEON.PLA.D07.MLBS.00079A,,released,,,Live,17.5,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20661,NEON.PLA.D07.MLBS.00079A*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,1,8,NEON.PLA.D07.MLBS.00008,,released,,small tree,Live,1.4,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20662,NEON.PLA.D07.MLBS.00008*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,3,80,NEON.PLA.D07.MLBS.00080,,released,,single bole tree,Live,19.7,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20663,NEON.PLA.D07.MLBS.00080*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,3,81,NEON.PLA.D07.MLBS.00081,,released,,single bole tree,Live,21.1,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20664,NEON.PLA.D07.MLBS.00081*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,3,82,NEON.PLA.D07.MLBS.00082,,released,,single bole tree,Live,11.8,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20665,NEON.PLA.D07.MLBS.00082*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,3,83,NEON.PLA.D07.MLBS.00083,,released,,single bole tree,Live,21,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20666,NEON.PLA.D07.MLBS.00083*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,84,NEON.PLA.D07.MLBS.00084,,released,,single bole tree,Standing dead,12.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20667,NEON.PLA.D07.MLBS.00084*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,85,NEON.PLA.D07.MLBS.00085,,released,,small tree,Live,4.9,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20668,NEON.PLA.D07.MLBS.00085*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,86,NEON.PLA.D07.MLBS.00086,,released,,single bole tree,Live,32,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20669,NEON.PLA.D07.MLBS.00086*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,87,NEON.PLA.D07.MLBS.00087,,released,,single bole tree,Live,17.1,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20670,NEON.PLA.D07.MLBS.00087*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,88,NEON.PLA.D07.MLBS.00088,,released,,multi-bole tree,Live,28.7,130,,,,,,,,0,0,,Partially shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20671,NEON.PLA.D07.MLBS.00088*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,89,NEON.PLA.D07.MLBS.00089,,released,,small tree,Live,6.9,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20672,NEON.PLA.D07.MLBS.00089*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,21,1,9,NEON.PLA.D07.MLBS.00009,,released,,small tree,Live,8.7,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20673,NEON.PLA.D07.MLBS.00009*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,90,NEON.PLA.D07.MLBS.00090,,released,,single bole tree,Standing dead,15,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20674,NEON.PLA.D07.MLBS.00090*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,91,NEON.PLA.D07.MLBS.00091,,released,,single bole tree,Standing dead,17.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20675,NEON.PLA.D07.MLBS.00091*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,92,NEON.PLA.D07.MLBS.00092,,released,,multi-bole tree,Live,13,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20676,NEON.PLA.D07.MLBS.00092*2015-09-28,,MLBS,D07
,2015-09-28,2015-09-28,vst_MLBS_2015,MLBS_064.basePlot.vst,41,4,93,NEON.PLA.D07.MLBS.00093,,released,,single bole tree,Standing dead,10.5,130,,,,,,,,0,0,,Mostly shaded,,,,,,,mcumberland@field-ops.org,cjuneau@field-ops.org,legacyData,MLBS,20677,NEON.PLA.D07.MLBS.00093*2015-09-28,,MLBS,D07
