startdate,eventid,domainid,siteid,plotid,subplotid,nestedsubplotid,tagid,individualid,vstid,pointid,stemdistance,stemazimuth,supportingstemtagid,previouslytaggedas,taxonid,identificationqualifier,remarks,measuredby,recordedby
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00308,NEON.PLA.D07.MLBS.00308,,,,,,,VACO,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00309,NEON.PLA.D07.MLBS.00309,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00310,NEON.PLA.D07.MLBS.00310,,57,26.3,140.3,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2017-10-03,vst_MLBS_2017,D07,MLBS,MLBS_076,39,,00310A,NEON.PLA.D07.MLBS.00310A,VST.MLBS.00310A.2017,41,1.1,325.9,,,NYSY,,,aferchaud@battelleecology.org,mcumberland@battelleecology.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00311,NEON.PLA.D07.MLBS.00311,,57,27.2,130.9,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00312,NEON.PLA.D07.MLBS.00312,,57,21.5,132.1,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00312A,NEON.PLA.D07.MLBS.00312A,,57,21.5,132.1,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00313,NEON.PLA.D07.MLBS.00313,,57,23.1,129.5,NA,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00314,NEON.PLA.D07.MLBS.00314,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00315,NEON.PLA.D07.MLBS.00315,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00316,NEON.PLA.D07.MLBS.00316,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00317,NEON.PLA.D07.MLBS.00317,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,2,00318,NEON.PLA.D07.MLBS.00318,,57,16.4,139.1,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00319,NEON.PLA.D07.MLBS.00319,,,,,,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00320,NEON.PLA.D07.MLBS.00320,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00321,NEON.PLA.D07.MLBS.00321,,57,14.4,122.2,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00322,NEON.PLA.D07.MLBS.00322,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00323,NEON.PLA.D07.MLBS.00323,,57,18.4,130.2,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00324,NEON.PLA.D07.MLBS.00324,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00325,NEON.PLA.D07.MLBS.00325,,57,19.7,120.5,NA,,PINUS,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00326,NEON.PLA.D07.MLBS.00326,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00327,NEON.PLA.D07.MLBS.00327,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00328,NEON.PLA.D07.MLBS.00328,,57,17.6,111.6,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00329,NEON.PLA.D07.MLBS.00329,,57,16.8,106.8,NA,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00330,NEON.PLA.D07.MLBS.00330,,57,19.4,112.1,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00331,NEON.PLA.D07.MLBS.00331,,57,18.8,117.4,NA,,PINUS,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00332,NEON.PLA.D07.MLBS.00332,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00333,NEON.PLA.D07.MLBS.00333,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00334,NEON.PLA.D07.MLBS.00334,,,,,,,ACPE,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00335,NEON.PLA.D07.MLBS.00335,,57,14.1,106,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00336,NEON.PLA.D07.MLBS.00336,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00337,NEON.PLA.D07.MLBS.00337,VST.MLBS.00337.2015,59,8.4,256.7,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-28,vst_MLBS_2015,D07,MLBS,MLBS_076,39,4,00338,NEON.PLA.D07.MLBS.00338,,,,,,,NYSY,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00339,NEON.PLA.D07.MLBS.00339,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00340,NEON.PLA.D07.MLBS.00340,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00341,NEON.PLA.D07.MLBS.00341,,,,,,,QUERC,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00342,NEON.PLA.D07.MLBS.00342,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00343,NEON.PLA.D07.MLBS.00343,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00344,NEON.PLA.D07.MLBS.00344,,59,20.3,219.7,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00345,NEON.PLA.D07.MLBS.00345,,59,21.9,224,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00346,NEON.PLA.D07.MLBS.00346,,,,,,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00347,NEON.PLA.D07.MLBS.00347,,,,,,,2PLANT,,Unknown hardwood,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00348,NEON.PLA.D07.MLBS.00348,,59,22.8,226.5,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00349,NEON.PLA.D07.MLBS.00349,,59,22.1,228.9,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00350,NEON.PLA.D07.MLBS.00350,,59,22.7,229.7,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00351,NEON.PLA.D07.MLBS.00351,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00352,NEON.PLA.D07.MLBS.00352,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00353,NEON.PLA.D07.MLBS.00353,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00354,NEON.PLA.D07.MLBS.00354,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00355,NEON.PLA.D07.MLBS.00355,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00356,NEON.PLA.D07.MLBS.00356,,,,,,,CAGL8,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00357,NEON.PLA.D07.MLBS.00357,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00358,NEON.PLA.D07.MLBS.00358,,59,17.9,236.9,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00358A,NEON.PLA.D07.MLBS.00358A,,59,17.9,236.9,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00359,NEON.PLA.D07.MLBS.00359,,59,18,241.4,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00360,NEON.PLA.D07.MLBS.00360,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00361,NEON.PLA.D07.MLBS.00361,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,1,00362,NEON.PLA.D07.MLBS.00362,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00363,NEON.PLA.D07.MLBS.00363,,59,15.6,237.9,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00364,NEON.PLA.D07.MLBS.00364,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00365,NEON.PLA.D07.MLBS.00365,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00366,NEON.PLA.D07.MLBS.00366,,,,,,,CADE12,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00367,NEON.PLA.D07.MLBS.00367,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00368,NEON.PLA.D07.MLBS.00368,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00369,NEON.PLA.D07.MLBS.00369,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00370,NEON.PLA.D07.MLBS.00370,,59,18.4,255.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00371,NEON.PLA.D07.MLBS.00371,,59,17,251.3,NA,,ACRU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00372,NEON.PLA.D07.MLBS.00372,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00373,NEON.PLA.D07.MLBS.00373,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00374,NEON.PLA.D07.MLBS.00374,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00375,NEON.PLA.D07.MLBS.00375,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00376,NEON.PLA.D07.MLBS.00376,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00377,NEON.PLA.D07.MLBS.00377,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00378,NEON.PLA.D07.MLBS.00378,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00379,NEON.PLA.D07.MLBS.00379,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00380,NEON.PLA.D07.MLBS.00380,,,,,,,TSCA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00381,NEON.PLA.D07.MLBS.00381,,59,19.3,264.1,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00382,NEON.PLA.D07.MLBS.00382,,,,,,,CADE12,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00383,NEON.PLA.D07.MLBS.00383,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00384,NEON.PLA.D07.MLBS.00384,VST.MLBS.00384.2015,,,,,,RHPE4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00385,NEON.PLA.D07.MLBS.00385,,59,9,258.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00385A,NEON.PLA.D07.MLBS.00385A,,59,9,258.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00385B,NEON.PLA.D07.MLBS.00385B,,59,9,258.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00386,NEON.PLA.D07.MLBS.00386,,59,8.1,248.4,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00387,NEON.PLA.D07.MLBS.00387,,59,4.9,246.2,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00388,NEON.PLA.D07.MLBS.00388,,59,4.9,220.4,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00389,NEON.PLA.D07.MLBS.00389,,59,9.7,198.2,NA,,QURU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00390,NEON.PLA.D07.MLBS.00390,,59,9.4,187.4,NA,,CAGL8,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00391,NEON.PLA.D07.MLBS.00391,,59,9.9,216.8,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00392,NEON.PLA.D07.MLBS.00392,,59,8.1,227.5,NA,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,4,00393,NEON.PLA.D07.MLBS.00393,,59,10.2,234.8,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00394,NEON.PLA.D07.MLBS.00394,,59,13,226,NA,,QURU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00395,NEON.PLA.D07.MLBS.00395,,59,12.8,223.4,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00396,NEON.PLA.D07.MLBS.00396,,59,13.3,215,NA,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00397,NEON.PLA.D07.MLBS.00397,,59,13,204.6,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00398,NEON.PLA.D07.MLBS.00398,,59,14.7,211.9,NA,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00399,NEON.PLA.D07.MLBS.00399,,59,16,212.8,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00400,NEON.PLA.D07.MLBS.00400,,59,16.3,204.4,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00401,NEON.PLA.D07.MLBS.00401,,59,20.7,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00401A,NEON.PLA.D07.MLBS.00401A,,59,20.7,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00401B,NEON.PLA.D07.MLBS.00401B,,59,20.7,201.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,2,00402,NEON.PLA.D07.MLBS.00402,,59,14.7,182.3,NA,,AMLA,,Recorded as Acer laevis,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,39,3,00403,NEON.PLA.D07.MLBS.00403,,59,14.8,187.6,NA,,AMLA,,Recorded as Acer laevis,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00404,NEON.PLA.D07.MLBS.00404,,59,16.9,178.9,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00404A,NEON.PLA.D07.MLBS.00404A,,59,16.9,178.9,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00405,NEON.PLA.D07.MLBS.00405,,59,18.4,165.7,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00406,NEON.PLA.D07.MLBS.00406,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00407,NEON.PLA.D07.MLBS.00407,,,,,,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00408,NEON.PLA.D07.MLBS.00408,,59,20.6,156.5,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00409,NEON.PLA.D07.MLBS.00409,,59,18.8,163.4,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00410,NEON.PLA.D07.MLBS.00410,,59,19.1,151.9,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00411,NEON.PLA.D07.MLBS.00411,,59,17,151.2,NA,,QURU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00412,NEON.PLA.D07.MLBS.00412,,59,16.4,151.1,NA,,AMLA,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00413,NEON.PLA.D07.MLBS.00413,,59,16,153.2,NA,,AMLA,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00414,NEON.PLA.D07.MLBS.00414,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00415,NEON.PLA.D07.MLBS.00415,,59,11.1,157.1,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00416,NEON.PLA.D07.MLBS.00416,,,,,,,CADE12,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00417,NEON.PLA.D07.MLBS.00417,,59,13.9,175.6,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00418,NEON.PLA.D07.MLBS.00418,,59,12.2,174.3,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00419,NEON.PLA.D07.MLBS.00419,,59,10.2,162.1,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00420,NEON.PLA.D07.MLBS.00420,,59,11.1,168.9,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,1,00421,NEON.PLA.D07.MLBS.00421,,,,,,,HAVI4,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,3,00422,NEON.PLA.D07.MLBS.00422,,59,5.7,149.9,NA,,QUAL,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,3,00423,NEON.PLA.D07.MLBS.00423,,59,9.5,108.3,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00424,NEON.PLA.D07.MLBS.00424,,59,20.1,141.4,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00425,NEON.PLA.D07.MLBS.00425,,59,23,143.7,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00426,NEON.PLA.D07.MLBS.00426,,59,27,135.7,NA,,QUCO2,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00427,NEON.PLA.D07.MLBS.00427,,59,26,142.7,NA,,ACRU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00428,NEON.PLA.D07.MLBS.00428,,59,25.5,131.9,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00429,NEON.PLA.D07.MLBS.00429,,59,18.9,124.8,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00430,NEON.PLA.D07.MLBS.00430,,59,20.3,123.5,NA,,QURU,,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00431,NEON.PLA.D07.MLBS.00431,,59,21.3,123,NA,,QURU,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
2015-09-29,vst_MLBS_2015,D07,MLBS,MLBS_075,41,2,00432,NEON.PLA.D07.MLBS.00432,,59,23.7,127.8,NA,,QUCO2,cf. species,,cjuneau@field-ops.org,mcumberland@field-ops.org
